Text|Rating|Votes|J/N
Chuck Norris doesn't use a telephone, he writes a letter and staples it to cats and roundhouse kicks them to any destination he pleases.|3.4|55|
The truth will set you free. Unless Chuck Norris has you, in which case, forget it buddy!|3.4|48|
Chuck Norris once read a dictionary,backwards in latin,while round house kicking ninjas.|3.39|38|
When Chuck Norris plays Rock Paper scissor shoot. His rock bashes through the paper, his scissors will cut your rock and his paper will give your scissors a paper cut.|3.39|33|
Its a myth that if you look at a sheep crosseyed it will die. Its a fact that if Chuck Norris looks at you you will die.|3.39|31|
When Chuck Norris jumped into the ocean he didn't get wet the ocean got dry.|3.39|31|
Chuck Norris once ordered a steak at a restaurant and the steak did what it was told.|3.39|28|
Chuck Norris took the road less traveled AND the other road... at the same time.|3.39|23|
Chuck Norris ran so fast around the world, that he ran into himself.|3.39|23|
Chuck Norris didn't climb Mt. Everest. He hurdled it.|3.39|23|
Chuck Norris spilled milk. The spilt milk cried and made its way back into the carton.|3.39|23|
Chuck Norris doesn't enjoy life, he threatens it.|3.39|23|
In chess, Chuck Norris always checkmates with black on the first move.|3.39|18|
Michael Phelps was swimming away from Chuck Norris.|3.39|18|
Resident Evil tried to star Chuck Norris as a main character, but decided against it because the Wesker fights would be too easy.|3.39|18|
As a teething infant Chuck Norris bit into an Indestructible Gob Stopper. The candy is now called a Gob Stopper.|3.39|18|
Chuck Norris can untangle a slinky.|3.39|18|
Chuck Norris can play Beethoven's Piano Concerto No. 5 in E-flat major with his elbows.|3.39|18|
P-Diddy wakes up feeling like Chuck Norris.|3.39|18|
Chuck Norris can moonwalk up the stairs.|3.39|18|
Chuck Norris doesn`t have doors in his house. He has walls he walks through.|3.39|18|
If tapped, a Chuck Norris roundhouse kick could power the country of Australia for 44 minutes.|3.39|167|
Chuck Norris went out with your girlfriend and you thanked him.|3.39|131|
There's rock, paper and scissors but Chuck Norris' round house kick beats them all.|3.39|85|
Some people claim that the Titanic hit ice but it really hit Chuck Norris`s chin.|3.39|85|
The original Lord of the Rings book had Chuck Norris instead of Frodo Baggins. Except the book was 5 pages long, as he kicked Sauron's ass halfway through the first chapter.|3.39|84|
Quantum physicists have proven that you cannot observe matter without altering it. When Chuck Norris observes matter, the matter is NOT altered by the observation. The matter considers this the safest alternative.|3.39|41|
The only reason Chuck Norris's teacher called him an honors student was because Chuck Norris said that it was an honor to be here and roundhouse kicked him in the genitals.|3.38|40|
Chuck Norris once accidentally killed a cameraman while filming a close-up roundhouse kick.Chuck Norris,respecting the man for his bravery,snapped the man's neck back in place and put the man's ghost back into his body.Chuck Norris killed the director for making him almost kill an innocent man.|3.38|39|
Chuck Norris can dunk a basketball hoop into a basketball.|3.38|37|
Chuck Norris can make a u-turn so quick, he can read his own rear licence plate.|3.38|34|
Chuck Norris can bowl a 301 in bowling.|3.38|32|
Chuck Norris will do nothing for a Klondike bar. You will give Chuck Norris a Klondike bar. Now!|3.38|32|
When Chuck Norris was born, he broke his own water with a roundhouse kick.|3.38|29|
Chuck Norris doesnt enter recently erupted warzones, he only exits recently settled peacezones.|3.38|29|
The U.S. thought it would be less lethal to drop an atom bomb on Hiroshima than to send Chuck Norris.|3.38|26|
Chuck Norris doesn't need a little plastic card to tell him he can get out of jail free.|3.38|26|
If Chuck Norris is to be cloned and the clone and the original Chuck Norris were to fight the universe as we know it will come to an end.|3.38|26|
Chuck Norris likes to take his dates on romantic gondola rides down Class VI whitewater rapids.|3.38|26|
Chuck Norris shot the sherrif AND the deputy. |3.38|24|
Chuck Norris once beat a boy named Jimmy to death with his own skull. A lot of people don't think that's not physically possible. Well that's exactly what Jimmy kept screaming.|3.38|24|
Ashton Kutcher gets punk'd by Chuck Norris.|3.38|24|
In football, a yellow flag is thrown onto the field for committing a violation. But when Chuck Norris plays football, he gives the ref a penalty.|3.38|24|
Police do not use bullet proof vest they use Chuck Norris.|3.38|21|
When Chuck Norris breaks the law, he's not in violation, the law is.|3.38|21|
Chuck Norris can squeeze a magnet so hard that its molecules allign.|3.38|21|
Chuck Norris does have the eye of the tiger.|3.38|21|
Chuck Norris is the ultimate diet plan. He can roundhouse kick the fat right out of you.|3.38|21|
Chuck Norris CAN see Russia from his house, ...in Texas.|3.38|21|
Chuck Norris exfoliates his skin with battery acid.|3.38|21|
Chuck Norris kisses hands and shakes babies.|3.38|21|
Chuck Norris sleeps with his eyes open just because he can.|3.38|21|
The secret ingredient to the ring of power on lord of the rings was Chuck Norris' sweat.|3.38|16|
Chuck Norris puts his pants on three legs at a time.|3.38|16|
Chuck Norris always wins the jackpot in a slot machine. The slot machine is too afraid to refuse.|3.38|16|
Chuck Norris once sneezed on my computer now it has a virus.|3.38|16|
"The original idea for ""Biggest Loser"" was for it to be a documentary interviewing those who fought Chuck. The idea was scrapped when the producers realized you couldn't interview someone who had ceased to exist."|3.38|16|
When a zombie bites Chuck Norris, he does not turn into a zombie, the zombie turns into Chuck Norris.|3.38|16|
Chuck Norris can put 10 pounds of potatoes in a 5 pound sack.|3.38|16|
"Chuck Norris once told a little boy ""You can be whatever you want"" the little boy said ""I want to be like you when i grow up!"" the little boy later got roundhouse kicked for trying to be like Chuck Norris."|3.38|16|
On Mothers Day, Chuck Norris's mother gives Chuck Norris a gift.|3.38|16|
Chuck Norris uses a mix of sarin gas and anthrax as a nasal decongestant.|3.38|16|
If a tree falls in the forest and no one is there to hear it, only Chuck Norris can hear the sound.|3.38|13|
Chuck Norris base jumps without a parachute.|3.38|13|
Chuck Norris's belly button does'nt collect lint, it collects steel wool.|3.38|13|
Crop circles are Chuck Norris's way of saying that corn sometimes needs to lay the **** down.|3.38|13|
Chuck Norris once ate an entire rice patty, and later crapped out Mr. Miyagi.|3.38|13|
Chuck Norris trains for kickboxing with both feet tied behind his back.|3.38|13|
Chuck Norris can ice skate on sand.|3.38|8|
The Chuck Norris military unit was not used in the game Civilization 4, because a single Chuck Norris could defeat the entire combined nations of the world in one turn.|3.38|152|
Real men wear pink. Chuck Norris wears blood.|3.38|78|
Chuck Norris can get 100% notes on Through the Fire and Flames on expert without looking at the TV.|3.38|72|
Chuck Norris didn't grow up, he made the world shrink.|3.38|58|
Chuck Norris can kill you with air.|3.38|58|
No swat teams are needed anymore. Just Chuck Norris with a bb-gun.|3.38|56|
Q: How many Chuck Norris' does it take to change a light bulb? A: None, Chuck Norris prefers to kill in the dark.|3.38|53|
Chuck Norris once taught a class called Ass kicking 101. There were none alive.|3.38|50|
Chuck Norris is the reason Ninjas hide.|3.38|48|
There is only one shot for Chuck Norris in basketball. 3 point dunks.|3.38|45|
Chuck Norris can smell what the rock is cookin.|3.38|42|
Chuck Norris shot a snot rocket into orbit.|3.37|35|
Chuck Norris doesn't like bugs. Thats why the Beatles stopped making music.|3.37|30|
Chuck Norris can count to Z.|3.37|30|
Chuck Norris can read a book with his eyes closed.|3.37|27|
Chuck Norris can play yu-gi-oh, with baseball cards.|3.37|27|
Chuck Norris can skydive underwater.|3.37|27|
Chuck Norris doesn't join forces. he forces them to join him.|3.37|27|
When Chuck Norris plays the lottery, the lottery feels like the real winner.|3.37|27|
When you run up a hill and grow older, it's called an age ramp. When Chuck Norris runs DOWN a hill and YOU DIE, it's called a rampage.|3.37|27|
The Earth does not revolve around the sun. It rotates and revolves to accomodate Chuck Norris's travel patterns.|3.37|19|
Chuck Norris uploaded videos on You Tube in the early 80's.|3.37|19|
Chuck Norris can skip The Rock across water.|3.37|19|
Chuck Norris can fast forward live TV.|3.37|19|
Chuck Norris gave santa clause coal for christmas.|3.37|19|
Chuck Norris can put makeup on a bear!|3.37|19|
If Chuck Norris was to get into a fight with himself, he would still manage to win.|3.37|19|
Chuck Norris can survive being ripped in half.|3.37|19|
Chuck Norris has a beautiful singing voice. Unfortunately, the sound of it would melt the average human brain.|3.37|97|
Chuck Norris went back in time and became his father.|3.37|83|
Terrorists only attack when Chuck Norris is home sick.|3.37|65|
I'm only making this joke because Chuck Norris told me to.|3.37|63|
Chuck Norris is ileagel in 50 states but no body wants to tell him that because nobody's that stupid.|3.37|52|
Chuck Norris does all his grocery shopping at Home Depot.|3.36|36|
When Chuck Norris goes paintballing, he kills the other team.|3.36|33|
"Chuck Norris's version of a ""chocolate milkshake"" is a raw porterhouse wrapped around ten Hershey bars, and doused in diesel fuel."|3.36|33|
Chuck Norris can drink peanut butter through a coffee straw.|3.36|28|
Jesus could turn water into wine. Chuck Norris can turn his own piss into award-winning top shelf whiskey.|3.36|28|
When Chuck Norris has morning wood, he's taller laying down than standing up.|3.36|28|
"""In case of Chuck Norris, Stop, Drop, and DIE!""."|3.36|25|
Chuck Norris braids his chest hair.|3.36|25|
Chuck Norris survived 2 abortion attempts.|3.36|25|
Every year, Chuck Norris selects a lucky child to get thrown into the sun.|3.36|22|
"Santa tried to put something in Chuck Norris stocking but a fist came out of the stocking punched santa in the face with a note attached saying ""get out of my house you stalker.""."|3.36|22|
Chuck Norris can walk off amputated legs.|3.36|22|
If Chuck Norris shoots you in the head with a gun.... You're lucky.|3.36|22|
Chuck Norris doesn't use toilet paper, he uses the souls of his enemies.|3.36|22|
Instead of Wheaties for breakfast Chuck Norris has a big heaping bowl of Bruce Lee with a glass of Mr. T to wash it down.|3.36|14|
Chuck Norris goes fishing with an M-16.|3.36|14|
Chuck Norris ALWAYS looks a gift horse in the mouth.|3.36|14|
Chuck Norris eat's his meat so rare he eat's unicorn.|3.36|14|
Someone would die to not die from Chuck Norris.|3.36|14|
Chuck Norris can do a 4 wheel alignment with a single roundhouse kick.|3.36|14|
Chuck Norris is 1/8 Cherokee. This has nothing to do with ancestry, the man ate a frickin Jeep.|3.36|14|
Chuck Norris can draw a circle with a tape messure.|3.36|14|
Chuck Norris started the London fire by playing one round of bloody knuckles... with himself.|3.36|14|
Chuck Norris won the world chess championship by turning all of his opponents into pawns.|3.36|14|
When Chuck Norris goes swimming the are no waves. The waves are too afraid to splash him.|3.36|11|
Chuck Norris is what Willis was talking about.|3.36|11|
Horses are hung like Chuck Norris.|3.36|11|
Chuck Norris's cowboy boots are made of dinosour skin.|3.36|11|
Chuck Norris can make the Honey Badger Care.|3.36|11|
Chuck Norris CAN double dip.|3.36|89|
Chuck Norris says, not Simon.|3.36|75|
Chuck Norris got back together with Taylor Swift.|3.36|56|
Chuck Norris can walk backwards. Forewards.|3.36|42|
"Many believe that Chuck Norris invented his own language that uses a combination of punches and roundhouse kicks for sentences. It is now widely believed that's why telling someone ""break a leg"" means good luck."|3.36|42|
What has 1 million teeth and can hold back the Hulk? Chuck Norris' zipper.|3.35|37|
"Chuck Norris's driver's license photo is of the bottom of his boot because he was in the process of roundhouse kicking the camera operator in the face for asking him to say ""cheese"" rather than ""blood.""."|3.35|34|
Murderers get put on Chuck Row.|3.35|34|
Chuck Norris doesnt care what seaon it is, he'll shoot bugs bunny and the duck.|3.35|31|
Chuck Norris did the impossible, then proceeded to make it breakfast the next morning.|3.35|31|
"Chuck Norris does not excercise on ""Total Gym"". ""Total Gym"" uses Chuck Norris to excercise."|3.35|26|
Chuck Norris never thinks Arbys.|3.35|26|
Why is health care so expensive? Chuck Norris is sending thousands of people to the hospital everyday.|3.35|26|
Chuck Norris can see air.|3.35|26|
Chuck Norris once visited the Virgin Islands. When he left, they were renamed the Islands.|3.35|26|
Chuck Norris' car wash mitt is made from Donald Trumps wig, with his head still in it.|3.35|26|
Chuck Norris sued Judge Judy... outside of court.|3.35|23|
Chuck Norris expected the Spanish Inquisition.|3.35|23|
There is no fighting Chuck Norris. there is only failing.|3.35|23|
Chuck Norris sees your shaddow in the dark.|3.35|23|
Chuck Norris' house was built without permits. He doesn't need permission from anyone.|3.35|23|
Chuck Norris hunted down and killed casper.|3.35|23|
Chuck Norris can teach a cat to bark.|3.35|23|
Chuck Norris once asked a rock band to write his theme song. Raining Blood was born.|3.35|20|
Chuck Norris doesn't use his beard to shave he only uses it to sharpen his blades.|3.35|20|
Wolfs cry out at mid-night on a full moon because it's the night Chuck Norris does not sleep.|3.35|20|
Fear knocked. Chuck Norris answered. Fear pooped his pants.|3.35|20|
Chuck Norris does all of his Christmas shopping on the black market.|3.35|20|
Buhda strives to be reincarnated as Chuck Norris.|3.35|20|
Chuck Norris can rape you with a dirty look.|3.35|20|
Chuck Norris eats corn and poops out corn bread.|3.35|17|
Barbed wire used to be regular wire until Chuck Norris starred at it and it Cringed in fear.|3.35|17|
Chuck Norris doesnt have a facebook account, he has a fist-book account.|3.35|17|
Chuck Norris once had a n awkward moment, just to see what if felt like.|3.35|17|
Chuck Norris cannot tell knock-knock jokes because he just kicks the door in.|3.35|17|
Chuck Norris can change a cold cut to a hot pocket.|3.35|17|
"When you read the obituary and find your name with the time of death as ""now"", that's when Chuck Norris is behind you ready to strike."|3.35|17|
In preschool Chuck Norris only needed 2 letters to recite the alphabet, F and U.|3.35|17|
Scientists have discoveed that there will be only 3 living things in the world after nuclear winter: cockroaches, Minnesotians, and Chuck Norris.|3.35|17|
When Chuck Norris has sex he thinks of Chuck Norris.|3.35|17|
Chuck Norris likes to roast marshmallows at the Earth's core.|3.35|17|
"Chuck Norris doesn't ask, ""Who's your daddy?"" He already knows."|3.35|17|
Some people like to eat frogs' legs. Chuck Norris likes to eat lizard legs. Hence, snakes.|3.35|177|
Chuck Norris does not get frost bite, Chuck bites frost.|3.35|97|
Q:Why is there hell? A:Because the devil is too scared to live on the same planet as Chuck Norris.|3.35|71|
"When people ask why Chuck Norris hardly ever uses a weapon he replies, ""it's already easy enough."""|3.35|68|
Chuck Norris only sneezed once. It became known as Hurricane Katrina.|3.35|66|
I'm voting for Chuck Norris in the next election.|3.35|65|
Chuck Norris likes Pepsi AND Coca Cola.|3.35|55|
There was once an old lady who lived in a shoe. Unfortunately, the shoe belonged to Chuck Norris. The old lady hasn't been seen since 1932.|3.35|54|
Mr. T once lost an arm wrestling match with a Chuck Norris poster.|3.35|49|
Chuck Norris gives caffeine an energy boost.|3.34|35|
For every person you don`t kill Chuck Norris kills seven.|3.34|32|
When Christopher Columbus discovered America, he was greeted by Chuck Norris.|3.34|32|
Chuck Norris does not drink alcohol because there is none strong enough.|3.34|50|
Chuck Norris ate an ream of rice paper and crapped out an origami swan.|3.34|50|
Chuck Norris is Mr. T's bodyguard.|3.34|50|
Chuck Norris can chew on a quarter and spit out five nickels.|3.34|44|
Chuck Norris once put his hand a burner which was on. The burner got 3rd degree burns.|3.34|41|
"Chuck Norris and Eminem meet on a street. Eminem says: ""I'm not afraid"" Chuck Norris says: ""I love the way you lie!"""|3.33|33|
Chuck Norris can flex his hair.|3.33|30|
Chuck Norris can turn a diamond into coal.|3.33|30|
Rambo has Chuck Norris tattooed on his ass.|3.33|30|
Chuck Norris once shot an unarmed man instead of fighting him. The man's family considered it an act so merciful that they petitioned the Vatican to grant Chuck Norris honorary sainthood. It was granted.|3.33|30|
Michael Jackson could do the Moonwalk on the Earth, but Chuck Norris can do the Earthwalk on the Moon.|3.33|30|
Hamburger Helper is really just how Chuck disposes of his enemies corpses.|3.33|30|
You can run from Chuck but you cant hide from Chuck cause he can smell your fear.|3.33|27|
Chuck Norris could rip yellowpages.com in half.|3.33|27|
It's not that Chuck Norris is a violent person - it's just that there really are that many people who deserve to die.|3.33|27|
A tsunami is not from an underwater earthquake, it is from Chuck Norris stepping foot in the ocean.|3.33|27|
Chuck Norris can make water drown.|3.33|24|
Chuck Norris Doesn't waste his time with breathing , he just breaths through his pores and gets enough oxygen.|3.33|24|
'Chuck Norris' spelled backwards...would still be 'Chuck Norris'.|3.33|24|
Chuck Norris does not need a weapon. He is one.|3.33|24|
There's more than one way to skin a cat. Chuck Norris knows them all and tries a different one every morning.|3.33|24|
Chuck Norris plays zombies and the zombies run back through the barriers.|3.33|24|
Chuck Norris can teach an old dog new tricks, unless he is busy putting the cart before the horse.|3.33|24|
If you think about Chuck Norris, he instantly becomes aware of you.|3.33|21|
Tony Montana's little friend was his gun. Chuck Norris's little friend is his right foot. It's no contest as to which is better.|3.33|21|
"""Chuck Norris"" spelled backward still spells Chuck Norris."|3.33|21|
Chuck Norris has had his arm amputated twice.|3.33|21|
Chuck Norris can punch you in the face. With his hands in his pockets.|3.33|21|
The only reason the Texans lost the Alamo was that Chuck Norris was on his lunch break.|3.33|21|
Chuck Norris is the only man who can text a roundhouse kick.|3.33|18|
When Chuck Norris goes bowling, he only needs to hit one pin. All the other pins in the alley faint and fall over.|3.33|18|
Chuck Norris CAN text while driving.|3.33|18|
Chuxk Norris won the Tour De France on a bike with no chain and two flat tires.|3.33|18|
Chuck Norris sprinted forward while doing the moonwalk.|3.33|18|
Chuck Norris is never the weakest link. It's whoever he wants to roundhouse kick next.|3.33|15|
Chuck Norris knows the taste of fire.|3.33|15|
Chuck Norris beat Dance Dance Revolution. With the dance mat hanging on the wall.|3.33|15|
If Chuck Norris spilled wine on his shirt, you better buy him a new one.|3.33|15|
Chuck Norris never lost his baby teeth. They simply man-ed up with him since they had no choice.|3.33|15|
Chuck Norris would be an organ doner, too bad machines don't have organs.|3.33|15|
Chuck Norris goes deep sea diving in a submarine with screen doors.|3.33|15|
"Charles Darwin's legendary text ""The Origin of Species"" originally had just two words in it: Chuck Norris. He was later asked to be more specific."|3.33|15|
On his deathbed Benjamin Franklin made an addition to his famous assertion that lifes two certainties were death and taxes. The third certainty was that Chuck Norris's roundhouse kick could pierce steel.|3.33|12|
Geico saved a bunch of money on car insurance by switching to Chuck Norris.|3.33|12|
Chuck Norris's boots are not made of leather. There is no animal skin tough enough to withstand the pressure of being a Chuck Norris shoe. His boots are actually made from remnants of his beard and his skin particles.|3.33|12|
Multiple people have died from Chuck Norris giving them the finger.|3.33|12|
Chuck Norris can light a match under water.|3.33|12|
Chuck Norris will never die...he will Ascend.|3.33|12|
Chuck Norris beat the highlander in a sword fight that's why there can be only one.|3.33|12|
Chuck Norris once killed a bear... with its own hands!|3.33|9|
Black cats don't walk by and curse Chuck Norris. Chuck Norris curses black cats.|3.33|78|
When the Master Chief took off his helmet, it appeared to be Chuck Norris.|3.33|76|
Chuck Norris once got a virus sick.|3.33|75|
Chuck Norris doesn't vote for Presidents..Presidents vote for Chuck Norris.|3.33|67|
Humpty Dumpty once sat on a wall, but then Chuck Norris round house kicked him in the face.|3.33|67|
If you leave this site Chuck Norris will find you.|3.33|67|
"When Chuck Norris get in to fights all he has to do is say, ""I win."""|3.33|60|
Scientists have completed a study showing Chuck Norris can round house kick you last week.|3.33|54|
Chuck Norris can strangle you with toilet paper.|3.32|34|
Using his trademark roundhouse kick, Chuck once made a field goal in RJ Stadium in Tampa Bay from the 50 yard line...of the Qualcomm stadium in San Diego.|3.32|28|
Chuck Norris walked into a bar. The bartender kept his mouth shut.|3.32|28|
Chuck Norris can sing in the key of H, but has never, ever wanted to sing. EVER.|3.32|28|
Chuck Norris can burn water.|3.32|25|
Despite the song in aristocats Chuck Norris DOES NOT want to be a cat.|3.32|25|
Le Harvey Oswald is not the real cause of JFK's death, What really happend was when Le Harvey shot at JFK, Chuck Norris deflected the shot with his beard and out of pure astonishment JFK's head exploded.|3.32|25|
Chuck Norris makes the Hulk turn white.|3.32|25|
No use in watching LOST. Chuck Norris found them.|3.32|25|
Chuck Norris has never made a bowel movement, it would give away his presence to enemies.|3.32|25|
The earth isn't getting smaller, Chuck Norris is getting bigger.|3.32|22|
"Chuck Norris knows 100 words that rhyme with ""orange""."|3.32|22|
Chuck Norris once donated sperm, now it is known as miracle whip.|3.32|22|
Chuck Norris does NOT look like a fool with his pants on the ground.|3.32|22|
The Aztec calendar has Chuck Norris' birthday chiseled in.|3.32|22|
Superman can leap over a building in a single bound, Chuck Norris can pick them up and walk right under them.|3.32|22|
Chuck Norris CAN wear white after Labor Day.|3.32|19|
Chuck Norris doesn't need glasses anymore. He kicked his eye doctor's ass until he could see 20-20.|3.32|19|
Chuck Norris affects the price of stock quotes and land values. Wherever he is, prices drop due to the danger of a sudden catastrophe. He bought his own home for 30 cents and one roundhouse kick.|3.32|19|
Time waits for Chuck Norris.|3.32|19|
If you beat Chuck Norris in a fight; HAHAHAHAHAHAHHAOHOHOHHOAHAHAHOHOHAHAHAOHH... ahhh... Gets me every time.|3.32|19|
Chuck Norris is banned from playing baseball. He only hits Home Runs.|3.32|19|
Chuck Norris's code name is Seal Team 6.|3.32|19|
Chuck Norris can make an origami using solid rock.|3.32|19|
"Chuck Norris's favorite bedtime story is the script from ""Rambo, first blood""."|3.32|19|
Chuck Norris doesn't beat around the bush. He roundhouse kicks it to the face.|3.32|19|
Chuck Norris� belly button is actually a power outlet.|3.32|112|
Chuck Norris actually found the last golden ticket. All he had to do was tie up the candy bar and round house kick it till it talked.|3.32|104|
Chuck Norris frisks TSA agents before he boards a plane.|3.32|69|
Mother nature checks with Chuck Norris before she can strike.|3.32|69|
Chuck Norris makes Viagra horny|3.32|56|
Chuck once drove a Ford truck off of a cliff. The truck exploded leaving Chuck flying in the sky with a disgusted look on his face. He just proved that it was not Ford tough.|3.31|39|
The reason there are shooting stars is because Chuck Norris gets bored somtimes and starts kicking them around.|3.31|36|
Chuck Norris writes with a machine gun.|3.31|36|
Ground Chuck is the name given to whats left after Chuck Norris roundhouse kicks someone.|3.31|29|
Chuck Norris� cell phone vibrates simply because it�s afraid of him.|3.31|29|
Of the past two thousand years of human history, there was only two hundred years of peace.. why?? because Chuck Norris stopped by for a visit.|3.31|26|
The answer to population control is Chuck Norris.|3.31|26|
Bravery is not the absence of fear, it is the absence of Chuck Norris.|3.31|26|
Chuck Norris can hear with glasses.|3.31|16|
Davy Jones Locker exists as a hidaway from Chuck Norris.|3.31|16|
Why dont Chuck Norris friends let him play football? He takes a game of kill the carrier a lit bit to seriously.|3.31|16|
Chuck Norris' rage boils at room temperature.|3.31|16|
If you type Chuch Norris in your GPS, It'll lead you to a roundhouse kick to the face!|3.31|16|
Chuck Norris gets high off of carbon monoxide.|3.31|16|
A list was voted on for the greatest inventor of all time. There was a close race between Einstein, Tesla, Franklin, and the Wright brothers for 2nd place. 1st place was a unanimous decision for Chuck Norris' Mom.|3.31|16|
"The Chinese built ""TheGreat Wall of China"" for one purpose and one purpose only. To save themselves from Chuck Norris."|3.31|16|
"If Chuck Norris is seen in a video game, his ""health bar"" is actually is his patience."|3.31|16|
Chuck Norris is what Willis was talkin' about.|3.31|13|
Chuck Norris put humpty dumpty back together and broke him again.|3.31|13|
Chuck Norris is the only man known to have actually kicked a habit.|3.31|13|
Chuck Norris could grow taller if he wanted to.|3.31|13|
They wanted Chuck Norris to star in 24 but they didn't know what to do with the other 23 hours and 55 minutes.|3.31|13|
Chuck Norris can write with his eyes.|3.31|13|
Any number is Chuck Norris's lucky number.|3.31|13|
The Army had to refuse Chuck Norris because he was already more than anyone could be.|3.31|13|
Chuck Norris has taught his dog to fetch a ball...and speak English.|3.31|13|
Chuck Norris's favorite color is Chuck Norris.|3.31|106|
Remember the Soviet Union? They decided to quit after watching a DeltaForce marathon on Satellite TV.|3.31|99|
Einstein revised his theory of relativity to read: Energy equals mass times the speed of Chuck Norris.|3.31|86|
The first rule of Chuck Norris is do not talk about Chuck Norris.|3.31|67|
It took the government 15 years to fight in Vietnam. Chuck Norris could have done it in 1|3.31|62|
Chuck Norris played tug of war with himself and won.|3.31|58|
Chuck Norris knows the secret recipe to the Big Mac.|3.31|45|
Chuck Norris can lead a horse to water and make it drink.|3.31|45|
The only reason cats have nine lives is because Chuck Norris wanted a challenge; it only gave the cats more time to be afraid of Chuck Norris!|3.31|42|
Barack Obama needs Chuck Norris' advice on National Security.|3.3|40|
A black hole cant escape Chuck Norris.|3.3|33|
The most famous action movies look to Chuck Norris' day to day life for content.|3.3|33|
Chuck Norris can put skittles in alphabetical order.|3.3|30|
Chuck Norris doesnt love Raymond.|3.3|27|
Chuck Norris doesn't need pain pills; pain pills need Chuck Norris.|3.3|23|
If a tree falls in the woods and no one is around to hear it. Chuck Norris will hear it.|3.3|23|
Chuck Norris can make german shepards speak spanish.|3.3|23|
Chuck Norris can go back in time... all he has to do is look at a clock and flex.|3.3|23|
On every continent in the world, there is a sandwich named after Chuck Norris.|3.3|23|
Chuck Norris does not use a tripod because nothing stands up to Chuck Norris.|3.3|23|
When Chuck Norris goes swimming with Jaws, Jaws is the one that needs a bigger boat.|3.3|23|
Chuck Norris is the reason bad things happen to good people.|3.3|23|
Chuck Norris plays dominoes with tall buildings.|3.3|23|
Godzilla is Chuck Norris's pet lizard.|3.3|23|
Chuck Norris was born with a beard.|3.3|20|
Chuck Norris once blinked. That's why we have wind.|3.3|20|
Chuck Norris can beat you in chess by moving only one time.|3.3|20|
If given a choice to fight 10 hungry lions in a cage or Chuck Norris most people choose Chuck Norris because death will come much sooner.|3.3|20|
Chuck Norris was annoyed by the noise coming from his neighbor's house. So he moved his neighbor's house.|3.3|20|
Chuck Norris doesn't need toilet paper. He's perfectly comfortable using pine cones and cactus.|3.3|20|
Chuck Norris was on the naughty list and still got a pony for Christmas.|3.3|20|
Every time Chuck Norris flushes the toilet a volcano erupts.|3.3|20|
Chuck Norris fired donald trump.|3.3|20|
Chuck Norris won the Daytona 500 using Fred Flinstone's car. It only took him 250 laps.|3.3|20|
Chuck Norris can make his shadow cry.|3.3|20|
Chuck Norris once lit one of his farts. The orbit of the Earth has changed by 150 miles.|3.3|10|
Chuck Norris made Dropkick Murphys the Roundhousekick Murphys.|3.3|10|
Chuck Norris doesn't need hand sanitizer to kill germs.|3.3|10|
The Red Scare in America actually had nothing to do with Communism. Chuck Norris was just wearing a Chicago Bulls jersey that day.|3.3|10|
Chuck Norris uses HydroChloric Acid for eye drops.|3.3|10|
Albert Einstein once told Chuck Norris he was smarter than him. Afterwards, Albert Einstein was embarrassed and changed his name. He is now known as Stephen Hawking.|3.3|10|
Chuck Norris won the world championship of arm wrestling while using his opposite arm backhanded.|3.3|10|
Chuck Norris could win the Daytona 500 on a moped without making a single pit stop.|3.3|10|
Chuck Norris is so tough, that his children were born with skull fractures.|3.3|10|
Chuck Norris once told a joke that wasn't funny and the whole room laughed.|3.3|106|
Chuck Norris doesn't come down with the flu, viruses come down with Chuck Norris.|3.3|87|
MacGyver can build an airplane out of paper clips and gum. Chuck Norris can kill him and take it.|3.3|81|
When Chuck Norris jumps in a lake, he does not get wet. The lake gets Chuck Norrised.|3.3|71|
When Chuck Norris was born he Announced the doctor to be a boy.|3.3|53|
Chuck Norris can in fact raise the roof. With one hand.|3.3|44|
Chuck Norris can piss into a hurricane and cause a tidal wave going the opposite direction.|3.3|44|
Chuck Norris can do no handed push-ups.|3.29|38|
Chuck Norris has a seventh sense.|3.29|35|
Chuck Norris is like santa claus ( he sees you when your sleeping and he knows when your awake).|3.29|35|
Chuck Norris can start his car without using his keys.|3.29|34|
The grand canyon was made when Chuck Norris got mad at the ground and roundhouse kicked it.|3.29|34|
Even Forrest Gump can't run from Chuck Norris.|3.29|31|
When Chuck Norris drops a penny, it goes to hell and hits the devil on the head.|3.29|31|
CHuck Norris can make Superman bleed just by flexing his muscles.|3.29|31|
Some little kids like trying to burn ants on the side walk with a magnifying glass on hot Summer days. Chuck Norris likes trying to burn little kids on the sidewalk with his eyes on hot summer days.|3.29|28|
Compared to Chuck Norris, The Rock is just a pebble.|3.29|28|
"Chuck Norris doesn't ""keep it real."" Reality keeps itself Chuck Norris."|3.29|24|
If you strap Chuck Norris to an electric chair and shock him, you're the one that gets shocked.|3.29|24|
Chuck Norris once beat up The Incredible Hulk, because The Hulk made Chuck angry.|3.29|24|
Osama Bin Laden is Chuck Norris's bitch.|3.29|24|
The Boarded Lady said that she got her masculine features by standing too close to Chuck Norris. Doctors believe that standing next to Ryan Seacrest will reverse the affect.|3.29|24|
For centuries, prophets have said the world would come to an end, and it did-- Walker Texas Ranger was canceled.|3.29|24|
